0	0	3954.0
0	1000000	1625.0
1000000	1000000	19288.0
0	2000000	155.0
1000000	2000000	1941.0
2000000	2000000	13702.0
0	3000000	90.0
1000000	3000000	819.0
2000000	3000000	3757.0
3000000	3000000	13932.0
0	4000000	48.0
1000000	4000000	393.0
2000000	4000000	1926.0
3000000	4000000	3542.0
4000000	4000000	21844.0
0	5000000	58.0
1000000	5000000	360.0
2000000	5000000	1601.0
3000000	5000000	2167.0
4000000	5000000	7846.0
5000000	5000000	22483.0
0	6000000	109.0
1000000	6000000	538.0
2000000	6000000	712.0
3000000	6000000	1056.0
4000000	6000000	1000.0
5000000	6000000	2831.0
6000000	6000000	29843.0
0	7000000	62.0
1000000	7000000	264.0
2000000	7000000	649.0
3000000	7000000	676.0
4000000	7000000	1158.0
5000000	7000000	1898.0
6000000	7000000	5996.0
7000000	7000000	26426.0
0	8000000	89.0
1000000	8000000	269.0
2000000	8000000	186.0
3000000	8000000	213.0
4000000	8000000	212.0
5000000	8000000	269.0
6000000	8000000	1455.0
7000000	8000000	3648.0
8000000	8000000	45779.0
0	9000000	71.0
1000000	9000000	304.0
2000000	9000000	134.0
3000000	9000000	134.0
4000000	9000000	98.0
5000000	9000000	133.0
6000000	9000000	704.0
7000000	9000000	811.0
8000000	9000000	6193.0
9000000	9000000	39062.0
0	10000000	53.0
1000000	10000000	221.0
2000000	10000000	154.0
3000000	10000000	163.0
4000000	10000000	162.0
5000000	10000000	203.0
6000000	10000000	616.0
7000000	10000000	694.0
8000000	10000000	1481.0
9000000	10000000	7874.0
10000000	10000000	36744.0
0	11000000	69.0
1000000	11000000	273.0
2000000	11000000	258.0
3000000	11000000	292.0
4000000	11000000	303.0
5000000	11000000	366.0
6000000	11000000	768.0
7000000	11000000	811.0
8000000	11000000	985.0
9000000	11000000	1725.0
10000000	11000000	6736.0
11000000	11000000	34990.0
0	12000000	43.0
1000000	12000000	238.0
2000000	12000000	266.0
3000000	12000000	355.0
4000000	12000000	485.0
5000000	12000000	690.0
6000000	12000000	747.0
7000000	12000000	970.0
8000000	12000000	742.0
9000000	12000000	704.0
10000000	12000000	1037.0
11000000	12000000	4828.0
12000000	12000000	33643.0
0	13000000	9.0
1000000	13000000	31.0
2000000	13000000	99.0
3000000	13000000	149.0
4000000	13000000	268.0
5000000	13000000	319.0
6000000	13000000	148.0
7000000	13000000	316.0
8000000	13000000	88.0
9000000	13000000	88.0
10000000	13000000	120.0
11000000	13000000	260.0
12000000	13000000	1246.0
13000000	13000000	5033.0
0	14000000	30.0
1000000	14000000	136.0
2000000	14000000	354.0
3000000	14000000	394.0
4000000	14000000	833.0
5000000	14000000	962.0
6000000	14000000	515.0
7000000	14000000	887.0
8000000	14000000	314.0
9000000	14000000	240.0
10000000	14000000	388.0
11000000	14000000	670.0
12000000	14000000	2265.0
13000000	14000000	3860.0
14000000	14000000	29396.0
0	15000000	48.0
1000000	15000000	187.0
2000000	15000000	355.0
3000000	15000000	324.0
4000000	15000000	473.0
5000000	15000000	602.0
6000000	15000000	641.0
7000000	15000000	726.0
8000000	15000000	420.0
9000000	15000000	395.0
10000000	15000000	527.0
11000000	15000000	789.0
12000000	15000000	1852.0
13000000	15000000	1198.0
14000000	15000000	8400.0
15000000	15000000	33211.0
0	16000000	80.0
1000000	16000000	288.0
2000000	16000000	218.0
