0.0590,0.2981,-0.6412,-0.6185,-0.5762,-0.6298,-0.5509,-0.4735,-0.2428,-0.2459,-0.2968,-0.2714,-0.2182,-0.1943,-0.2050,-0.1861,-1.2942,-0.4685,1.4044,0
0.0590,0.2981,-0.5631,-0.5355,-0.5762,-0.6771,-0.6534,-0.5398,-0.1092,0.0330,-0.4650,-0.4084,-0.2242,-0.1971,-0.2051,-0.1862,-0.0821,2.0052,-0.7114,0
0.0590,0.2981,0.9200,0.9579,1.0462,1.0279,0.9356,0.7846,-0.1413,0.2271,0.3443,0.7687,0.3354,0.1523,-0.1100,-0.1647,0.2742,1.1210,-0.7114,1
0.0590,0.2981,0.6468,0.6675,0.7831,0.8384,0.7306,0.6522,-0.4040,-0.2149,0.0358,0.3168,0.1125,0.0569,-0.1957,-0.1995,-1.4232,0.3543,-0.7114,0
0.0590,0.2981,0.2175,0.2941,0.3885,0.4122,0.5255,0.3873,-0.7877,-0.6720,-0.7170,-0.4681,-0.2257,-0.2008,-0.2149,-0.2080,-1.6851,0.8437,-0.7114,1
0.0590,0.2981,0.2175,0.2527,0.2569,0.4122,0.4230,0.5197,-0.6111,-0.7477,-0.5532,-0.3856,-0.2257,-0.2008,-0.2149,-0.2080,-0.7265,1.0203,-0.7114,1
0.0590,-3.3519,-0.3680,-0.3281,-0.2693,-0.2509,-0.1921,-0.3411,-0.8318,-0.6469,-0.6113,-0.4681,-0.2257,-0.2008,-0.2149,-0.2080,0.6605,1.7355,-0.7114,1
0.0590,0.2981,-1.2657,-1.2823,-1.2778,-1.2454,-1.3710,-1.3344,-0.7424,-0.6291,-0.6467,-0.4298,-0.2257,-0.2008,-0.2149,-0.2080,1.8929,-2.0820,1.4044,0
0.0590,0.2981,-0.6412,-0.6600,-0.7516,-0.8192,-0.8072,-0.7384,0.0444,0.0212,-0.2207,-0.3416,-0.2257,-0.2008,-0.2149,-0.2080,-0.8248,0.4660,-0.7114,1
0.0590,0.2981,1.5835,1.5801,1.6601,1.8330,1.8070,1.7117,-0.7174,-0.6033,-0.6769,-0.4427,-0.2163,-0.2008,-0.2149,-0.2080,1.3454,0.0392,-0.7114,1
0.0590,0.2981,0.2565,0.3356,0.4323,0.5069,0.5768,0.7184,0.3464,1.2910,0.7425,0.0352,-0.2257,-0.2008,-0.2149,-0.2080,0.8125,0.2199,-0.7114,0
0.0590,-3.3519,-0.5241,-0.4941,-0.4447,-0.4403,-0.3458,-0.2087,-0.7116,-0.4230,-0.7148,-0.4385,-0.2257,-0.2008,-0.2149,-0.2080,1.0148,1.7401,1.4044,0
0.0590,0.2981,1.2323,1.3312,1.3093,1.4541,1.7557,1.9103,-0.9154,-0.9249,-0.6984,-0.3947,-0.1839,-0.1963,-0.2149,-0.2080,0.3986,-1.0501,-0.7114,1
0.0590,0.2981,0.3736,0.2527,0.1692,-0.0141,-0.0896,-0.2087,-0.7025,-0.7569,-0.5447,-0.4199,-0.2211,-0.2008,-0.2149,-0.2080,-0.7720,1.6637,1.4044,1
0.0590,0.2981,2.1690,2.3269,2.4932,2.6855,2.9347,3.6982,-0.9487,-0.9770,-0.7178,-0.4513,-0.2257,-0.2008,-0.2149,-0.2080,0.6439,0.8957,-0.7114,0
0.0590,0.2981,-0.7193,-0.7844,-0.8393,-0.8192,-0.8072,-0.8046,0.0174,0.4646,0.0070,-0.2964,-0.2049,-0.1980,-0.2124,-0.2025,1.6484,-1.0307,1.4044,0
